trip_id,start_time,start_date,route_id,stop_id,stop_sequence,arrival_delay,arrival_time,arrival_uncertainty,departure_delay,departure_time,departure_uncertainty,schedule_relationship,id,timestamp,shape_id
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,11272,2.0,5.0,1629928565.0,30.0,5.0,1629928565.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,469,3.0,-77.0,1629928843.0,30.0,-77.0,1629928843.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,897,4.0,-198.0,1629929022.0,30.0,-198.0,1629929022.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,891,5.0,-143.0,1629929137.0,30.0,-143.0,1629929137.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,884,6.0,-156.0,1629929244.0,30.0,-156.0,1629929244.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,893,7.0,-196.0,1629929324.0,30.0,-196.0,1629929324.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,10792,8.0,-260.0,1629929440.0,30.0,-260.0,1629929440.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,10780,9.0,-330.0,1629929550.0,30.0,-330.0,1629929550.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,10866,10.0,-351.0,1629929829.0,30.0,-351.0,1629929829.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,1090,11.0,-404.0,1629929956.0,30.0,-351.0,1629930009.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,11270,1.0,-1364.0,1629927736.0,30.0,0.0,1629929100.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,11272,2.0,5.0,1629929165.0,30.0,5.0,1629929165.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,469,3.0,-77.0,1629929443.0,30.0,-77.0,1629929443.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,897,4.0,-198.0,1629929622.0,30.0,-198.0,1629929622.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,891,5.0,-143.0,1629929737.0,30.0,-143.0,1629929737.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,884,6.0,-156.0,1629929844.0,30.0,-156.0,1629929844.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,893,7.0,-196.0,1629929924.0,30.0,-196.0,1629929924.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10792,8.0,-260.0,1629930040.0,30.0,-260.0,1629930040.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10780,9.0,-330.0,1629930150.0,30.0,-330.0,1629930150.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10866,10.0,-351.0,1629930429.0,30.0,-351.0,1629930429.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,1090,11.0,-404.0,1629930556.0,30.0,-351.0,1629930609.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629928489,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,11270,1.0,,,,0.0,1629929700.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,11272,2.0,5.0,1629929765.0,30.0,5.0,1629929765.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,469,3.0,-77.0,1629930043.0,30.0,-77.0,1629930043.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,897,4.0,-198.0,1629930222.0,30.0,-198.0,1629930222.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,891,5.0,-143.0,1629930337.0,30.0,-143.0,1629930337.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,884,6.0,-156.0,1629930444.0,30.0,-156.0,1629930444.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,893,7.0,-196.0,1629930524.0,30.0,-196.0,1629930524.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10792,8.0,-260.0,1629930640.0,30.0,-260.0,1629930640.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10780,9.0,-330.0,1629930750.0,30.0,-330.0,1629930750.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10866,10.0,-351.0,1629931029.0,30.0,-351.0,1629931029.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,1090,11.0,-404.0,1629931156.0,30.0,-351.0,1629931209.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629927556,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,11270,1.0,-492.0,1629929208.0,30.0,0.0,1629929700.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,11272,2.0,5.0,1629929765.0,30.0,5.0,1629929765.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,469,3.0,-77.0,1629930043.0,30.0,-77.0,1629930043.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,897,4.0,-198.0,1629930222.0,30.0,-198.0,1629930222.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,891,5.0,-143.0,1629930337.0,30.0,-143.0,1629930337.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,884,6.0,-156.0,1629930444.0,30.0,-156.0,1629930444.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,893,7.0,-196.0,1629930524.0,30.0,-196.0,1629930524.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10792,8.0,-260.0,1629930640.0,30.0,-260.0,1629930640.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10780,9.0,-330.0,1629930750.0,30.0,-330.0,1629930750.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10866,10.0,-351.0,1629931029.0,30.0,-351.0,1629931029.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,1090,11.0,-404.0,1629931156.0,30.0,-351.0,1629931209.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629929216,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,11272,2.0,88.0,1629929248.0,30.0,135.0,1629929295.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629929234,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,469,3.0,20.0,1629929540.0,30.0,20.0,1629929540.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629929234,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,897,4.0,-101.0,1629929719.0,30.0,-101.0,1629929719.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629929234,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,891,5.0,-46.0,1629929834.0,30.0,-46.0,1629929834.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629929234,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,884,6.0,-59.0,1629929941.0,30.0,-59.0,1629929941.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629929234,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,893,7.0,-99.0,1629930021.0,30.0,-99.0,1629930021.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629929234,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10792,8.0,-162.0,1629930138.0,30.0,-162.0,1629930138.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629929234,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10780,9.0,-233.0,1629930247.0,30.0,-233.0,1629930247.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629929234,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10866,10.0,-254.0,1629930526.0,30.0,-254.0,1629930526.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629929234,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,1090,11.0,-307.0,1629930653.0,30.0,-307.0,1629930653.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629929234,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,469,3.0,385.0,1629929305.0,30.0,385.0,1629929305.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629929228,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,897,4.0,272.0,1629929492.0,30.0,272.0,1629929492.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629929228,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,891,5.0,328.0,1629929608.0,30.0,328.0,1629929608.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629929228,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,884,6.0,314.0,1629929714.0,30.0,314.0,1629929714.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629929228,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,893,7.0,275.0,1629929795.0,30.0,275.0,1629929795.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629929228,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,10792,8.0,211.0,1629929911.0,30.0,211.0,1629929911.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629929228,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,10780,9.0,140.0,1629930020.0,30.0,140.0,1629930020.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629929228,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,10866,10.0,120.0,1629930300.0,30.0,120.0,1629930300.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629929228,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,1090,11.0,66.0,1629930426.0,30.0,66.0,1629930426.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629929228,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,11270,1.0,,,,0.0,1629929100.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926566,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,11272,2.0,5.0,1629929165.0,30.0,5.0,1629929165.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926566,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,469,3.0,-77.0,1629929443.0,30.0,-77.0,1629929443.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926566,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,897,4.0,-198.0,1629929622.0,30.0,-198.0,1629929622.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926566,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,891,5.0,-143.0,1629929737.0,30.0,-143.0,1629929737.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926566,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,884,6.0,-156.0,1629929844.0,30.0,-156.0,1629929844.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926566,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,893,7.0,-196.0,1629929924.0,30.0,-196.0,1629929924.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926566,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10792,8.0,-260.0,1629930040.0,30.0,-260.0,1629930040.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926566,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10780,9.0,-330.0,1629930150.0,30.0,-330.0,1629930150.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926566,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,11270,1.0,,,,0.0,1629929700.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629926446,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,11272,2.0,5.0,1629929765.0,30.0,5.0,1629929765.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629926446,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,469,3.0,-77.0,1629930043.0,30.0,-77.0,1629930043.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629926446,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,11270,1.0,,,,0.0,1629928500.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,11272,2.0,5.0,1629928565.0,30.0,5.0,1629928565.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,469,3.0,-77.0,1629928843.0,30.0,-77.0,1629928843.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,897,4.0,-198.0,1629929022.0,30.0,-198.0,1629929022.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,891,5.0,-143.0,1629929137.0,30.0,-143.0,1629929137.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,884,6.0,-156.0,1629929244.0,30.0,-156.0,1629929244.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,893,7.0,-196.0,1629929324.0,30.0,-196.0,1629929324.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,10792,8.0,-260.0,1629929440.0,30.0,-260.0,1629929440.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,10780,9.0,-330.0,1629929550.0,30.0,-330.0,1629929550.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,10866,10.0,-351.0,1629929829.0,30.0,-351.0,1629929829.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,1090,11.0,-404.0,1629929956.0,30.0,-351.0,1629930009.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629926356,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,11272,2.0,330.0,1629930090.0,30.0,353.0,1629930112.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930051,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,469,3.0,248.0,1629930368.0,30.0,248.0,1629930368.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930051,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,897,4.0,127.0,1629930547.0,30.0,127.0,1629930547.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930051,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,891,5.0,182.0,1629930662.0,30.0,182.0,1629930662.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930051,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,884,6.0,169.0,1629930769.0,30.0,169.0,1629930769.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930051,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,893,7.0,129.0,1629930849.0,30.0,129.0,1629930849.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930051,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10792,8.0,65.0,1629930965.0,30.0,65.0,1629930965.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930051,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10780,9.0,-5.0,1629931075.0,30.0,-5.0,1629931075.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930051,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10866,10.0,-26.0,1629931354.0,30.0,-26.0,1629931354.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930051,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,1090,11.0,-79.0,1629931481.0,30.0,-79.0,1629931481.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930051,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10792,8.0,-267.0,1629930033.0,30.0,-187.0,1629930112.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629930059,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10780,9.0,-319.0,1629930161.0,30.0,-319.0,1629930161.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629930059,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10866,10.0,-339.0,1629930441.0,30.0,-339.0,1629930441.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629930059,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,1090,11.0,-393.0,1629930567.0,30.0,-351.0,1629930609.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629930059,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,10866,10.0,-15.0,1629930165.0,30.0,-15.0,1629930165.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629930044,3330072
18313865-BT 21_22-AUG_FUL-Weekday-01,07:55:00,20210826,333-1886,1090,11.0,-87.0,1629930273.0,30.0,-87.0,1629930273.0,30.0,0.0,TU-18313865-BT 21_22-AUG_FUL-Weekday-01,1629930044,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10780,9.0,-319.0,1629930161.0,30.0,-319.0,1629930161.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629930346,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,10866,10.0,-395.0,1629930385.0,30.0,-395.0,1629930385.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629930346,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,1090,11.0,-449.0,1629930511.0,30.0,-351.0,1629930609.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629930346,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,897,4.0,21.0,1629930441.0,30.0,59.0,1629930478.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930431,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,891,5.0,78.0,1629930558.0,30.0,78.0,1629930558.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930431,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,884,6.0,64.0,1629930664.0,30.0,64.0,1629930664.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930431,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,893,7.0,24.0,1629930744.0,30.0,24.0,1629930744.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930431,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10792,8.0,-39.0,1629930861.0,30.0,-39.0,1629930861.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930431,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10780,9.0,-110.0,1629930970.0,30.0,-110.0,1629930970.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930431,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,10866,10.0,-130.0,1629931250.0,30.0,-130.0,1629931250.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930431,3330072
18314171-BT 21_22-AUG_FUL-Weekday-01,08:15:00,20210826,333-1886,1090,11.0,-184.0,1629931376.0,30.0,-184.0,1629931376.0,30.0,0.0,TU-18314171-BT 21_22-AUG_FUL-Weekday-01,1629930431,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,11270,1.0,,,,0.0,1629929100.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926836,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,11272,2.0,5.0,1629929165.0,30.0,5.0,1629929165.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926836,3330072
18314026-BT 21_22-AUG_FUL-Weekday-01,08:05:00,20210826,333-1886,469,3.0,-77.0,1629929443.0,30.0,-77.0,1629929443.0,30.0,0.0,TU-18314026-BT 21_22-AUG_FUL-Weekday-01,1629926836,3330072
